MatrixID1;MatrixID2;Afstand;Rijtijd
0;319;41942;2165
0;320;41976;2169
0;321;41942;2165
0;322;41942;2165
0;323;41942;2165
0;324;43311;2292
0;325;42513;2196
0;326;42513;2196
0;327;42551;2199
0;328;42513;2196
0;329;43094;2262
0;330;43167;2267
0;331;43167;2267
0;332;43167;2267
0;333;44020;2385
0;334;44020;2385
0;335;44135;2406
0;336;44110;2402
0;337;44063;2393
0;338;44040;2389
0;339;42134;2187
0;340;42134;2187
0;341;42134;2187
0;342;42134;2187
0;343;42134;2187
0;344;42134;2187
0;345;38190;1976
0;346;42348;2180
0;347;42419;2219
0;348;42419;2219
0;349;42419;2219
0;350;42441;2222
0;351;42419;2219
0;352;42419;2219
0;353;42419;2219
0;354;42419;2219
0;355;42419;2219
0;356;42419;2219
0;357;42419;2219
0;358;42419;2219
0;359;42519;2231
0;360;42942;2229
0;361;42746;2206
0;362;44781;2358
0;363;44843;2366
0;364;44843;2366
0;365;43393;2248
0;366;43418;2250
0;367;41933;2152
0;368;46638;2545
0;369;46638;2545
0;370;45499;2427
0;371;45499;2427
0;372;38244;1946
0;373;38244;1946
0;374;38297;1955
0;375;38350;1965
0;376;37723;1899
0;377;37723;1899
0;378;39251;1985
0;379;39754;2076
0;380;42108;2182
0;381;42116;2183
0;382;42928;2258
0;383;42928;2258
0;384;43547;2274
0;385;43041;2245
0;386;43009;2235
0;387;42958;2234
0;388;42958;2234
0;389;42958;2234
0;390;42958;2234
0;391;42958;2234
0;392;42958;2234
0;393;42958;2234
0;394;42958;2234
0;395;42958;2234
0;396;42843;2220
0;397;42958;2234
0;398;42958;2234
0;399;44629;2385
0;400;44885;2430
0;401;45347;2513
0;402;46211;2537
0;403;38358;2069
0;404;40920;2088
0;405;37193;1930
0;406;42968;2236
0;407;42968;2236
0;408;42968;2236
0;409;42968;2236
0;410;42968;2236
0;411;42968;2236
0;412;43031;2242
0;413;42968;2236
0;414;38733;1959
0;415;38733;1959
0;416;38733;1959
0;417;42059;2170
0;418;42059;2170
0;419;41290;2208
0;420;40934;2156
0;421;40934;2156
0;422;40934;2156
0;423;41594;2149
0;424;41594;2149
0;425;42170;2193
0;426;42157;2190
0;427;42209;2200
0;428;45561;2421
0;429;45561;2421
0;430;43624;2265
0;431;43472;2253
0;432;45206;2419
0;433;45167;2412
0;434;40743;2077
0;435;40743;2077
0;436;40590;2068
0;437;40486;2061
0;438;40279;2049
0;439;40590;2068
0;440;40831;2115
0;441;46460;2531
0;442;45499;2427
0;443;44947;2371
0;444;44947;2371
0;445;44958;2372
0;446;37771;1954
0;447;43774;2282
0;448;41680;2141
0;449;41680;2141
0;450;41680;2141
0;451;41680;2141
0;452;41680;2141
0;453;38474;1938
0;454;40734;2119
0;455;40713;2117
0;456;40692;2115
0;457;40481;2098
0;458;40734;2119
0;459;40638;2111
0;460;40396;2092
0;461;40734;2119
0;462;43571;2263
0;463;43571;2263
0;464;41493;2142
0;465;41668;2163
0;466;42416;2320
0;467;43087;2401
0;468;42119;2271
0;469;42119;2271
0;470;38843;2048
0;471;38726;2041
0;472;38726;2041
0;473;38726;2041
0;474;38726;2041
0;475;38726;2041
0;476;38726;2041
0;477;38726;2041
0;478;38726;2041
0;479;38726;2041
0;480;38726;2041
0;481;38726;2041
0;482;38726;2041
0;483;38726;2041
0;484;38726;2041
0;485;38726;2041
0;486;38726;2041
0;487;38790;2053
0;488;38726;2041
0;489;38859;2051
0;490;38726;2041
0;491;38795;2039
0;492;38726;2041
0;493;38726;2041
0;494;38726;2041
0;495;38782;2052
0;496;38871;2053
0;497;38726;2041
0;498;38726;2041
0;499;38726;2041
0;500;38726;2041
0;501;38726;2041
0;502;38726;2041
0;503;38726;2041
0;504;37313;1911
0;505;39955;2010
0;506;40234;2044
0;507;40234;2044
0;508;28416;2056
0;509;39623;2074
0;510;39623;2074
0;511;39623;2074
0;512;39623;2074
0;513;38648;2054
0;514;38064;1949
0;515;42002;2189
0;516;42067;2197
0;517;42413;2222
0;518;43208;2248
0;519;43336;2255
0;520;43275;2249
0;521;42674;2253
0;522;43360;2266
0;523;41980;2176
0;524;42039;2174
0;525;42186;2182
0;526;42186;2182
0;527;42186;2182
0;528;42199;2170
0;529;42199;2170
0;530;42618;2212
0;531;42385;2207
0;532;43004;2273
0;533;42166;2182
0;534;41930;2159
0;535;38333;1928
0;536;38335;1928
0;537;40743;2077
0;538;42922;2287
0;539;45086;2386
0;540;43881;2310
0;541;43881;2310
0;542;42499;2199
0;543;42398;2187
0;544;41673;2139
0;545;42843;2220
0;546;42843;2220
0;547;45238;2395
0;548;45008;2381
0;549;44985;2374
0;550;44985;2374
0;551;45080;2382
0;552;44985;2374
0;553;45983;2457
0;554;45983;2457
0;555;46503;2512
0;556;46527;2509
0;557;46302;2521
0;558;45919;2449
0;559;46746;2554
0;560;43698;2271
0;561;42277;2198
0;562;42277;2198
0;563;42645;2199
0;564;46695;2550
0;565;43014;2245
0;566;42991;2237
0;567;42991;2237
0;568;42071;2177
0;569;42949;2219
0;570;38482;1968
0;571;38482;1968
0;572;38482;1968
0;573;38607;1983
0;574;38482;1968
0;575;41319;2189
0;576;41747;2240
0;577;47200;2552
0;578;47200;2552
0;579;36262;1818
0;580;44494;2335
0;581;44525;2338
0;582;44746;2356
0;583;44761;2357
0;584;44776;2358
0;585;44570;2341
0;586;44740;2355
0;587;19491;1409
0;588;12094;880
0;589;13700;980
0;590;12327;949
0;591;13066;946
0;592;12544;881
0;593;11821;835
0;594;11966;848
0;595;12033;854
0;596;11991;850
0;597;12075;857
0;598;11979;849
0;599;11979;849
0;600;12176;865
0;601;11979;849
0;602;11979;849
0;603;11979;849
0;604;11958;882
0;605;11958;882
0;606;12252;874
0;607;12252;874
0;608;12252;874
0;609;12252;874
0;610;12252;874
0;611;12177;869
0;612;12099;860
0;613;12505;899
0;614;12767;904
0;615;12452;919
0;616;12529;933
0;617;12051;873
0;618;11952;865
0;619;11792;853
0;620;12021;871
0;621;11060;797
0;622;11060;797
0;623;11914;862
0;624;11914;862
0;625;11914;862
0;626;12354;934
0;627;13327;982
0;628;13947;1056
0;629;13180;964
0;630;12354;934
0;631;12507;897
0;632;12620;907
0;633;12507;897
0;634;12507;897
0;635;12593;889
0;636;11506;830
0;637;11488;828
0;638;11456;826
0;639;11560;834
0;640;11560;834
0;641;11560;834
0;642;11778;834
0;643;11560;834
0;644;11560;834
0;645;11560;834
0;646;11560;834
0;647;11560;834
0;648;11732;830
0;649;11560;834
0;650;11560;834
0;651;11560;834
0;652;13577;942
0;653;13820;957
0;654;14144;976
0;655;12077;857
0;656;11168;821
0;657;12681;945
0;658;12571;947
0;659;12850;971
0;660;12635;905
0;661;15334;1223
0;662;11467;841
0;663;11483;844
0;664;11684;838
0;665;11684;838
0;666;11684;838
0;667;11684;838
0;668;11684;838
0;669;11684;838
0;670;11684;838
0;671;11804;852
0;672;11804;852
0;673;11804;852
0;674;12269;916
0;675;11615;830
0;676;25427;1659
0;677;16942;1113
0;678;16970;1115
0;679;17434;1152
0;680;17532;1164
0;681;16867;1099
0;682;16799;1093
0;683;16799;1093
0;684;13674;951
0;685;14659;1038
0;686;14421;1011
0;687;17585;1185
0;688;16625;1090
0;689;21743;1488
0;690;21546;1472
0;691;21546;1472
0;692;13327;928
0;693;17831;1174
0;694;16469;1067
0;695;19762;1329
0;696;19762;1329
0;697;19762;1329
0;698;16646;1082
0;699;16642;1081
0;700;16638;1081
0;701;16638;1081
0;702;24726;1726
0;703;15460;999
0;704;15460;999
0;705;15364;982
0;706;15364;982
0;707;16117;1064
0;708;15911;1038
0;709;15911;1038
0;710;16073;1060
0;711;21155;1522
0;712;21078;1513
0;713;22081;1634
0;714;22081;1634
0;715;22081;1634
0;716;14782;1072
0;717;14221;995
0;718;18496;1244
0;719;16675;1085
0;720;16790;1099
0;721;16756;1095
0;722;16638;1081
0;723;16675;1083
0;724;17072;1119
0;725;17072;1119
0;726;15926;1023
0;727;15926;1023
0;728;15842;1017
0;729;18203;1244
0;730;16988;1108
0;731;15515;989
0;732;20340;1328
0;733;25041;1752
0;734;21556;1425
0;735;21556;1425
0;736;16611;1086
0;737;16611;1086
0;738;16611;1086
0;739;16611;1086
0;740;16611;1086
0;741;16611;1086
0;742;16611;1086
0;743;16851;1119
0;744;16958;1138
0;745;16904;1128
0;746;16798;1109
0;747;16798;1109
0;748;18092;1220
0;749;17604;1158
0;750;17548;1153
0;751;17548;1153
0;752;16952;1118
0;753;16854;1106
0;754;16952;1118
0;755;16807;1101
0;756;16807;1101
0;757;16807;1101
0;758;16788;1099
0;759;17006;1115
0;760;16612;1162
0;761;16612;1162
0;762;16612;1162
0;763;16358;1141
0;764;16798;1109
0;765;16798;1109
0;766;16798;1109
0;767;16798;1109
0;768;16798;1109
0;769;19115;1277
0;770;19115;1277
0;771;19115;1277
0;772;19323;1302
0;773;19456;1318
0;774;20032;1355
0;775;20508;1355
0;776;20301;1330
0;777;20094;1305
0;778;16144;1067
0;779;16335;1056
0;780;16335;1056
0;781;16335;1056
0;782;16335;1056
0;783;16335;1056
0;784;16335;1056
0;785;16835;1096
0;786;16869;1099
0;787;16869;1099
0;788;16872;1152
0;789;20116;1398
0;790;20116;1398
0;791;20492;1353
0;792;16383;1071
0;793;16354;1065
0;794;17197;1125
0;795;22880;1439
0;796;22880;1439
0;797;23544;1492
0;798;20320;1374
0;799;20118;1358
0;800;19199;1284
0;801;16040;1039
0;802;20583;1421
0;803;19875;1360
0;804;19711;1341
0;805;20285;1410
0;806;25397;1537
0;807;25385;1478
0;808;25385;1478
0;809;23340;1615
0;810;16380;1061
0;811;14568;1023
0;812;14789;1063
0;813;17566;1126
0;814;20809;1410
0;815;17169;1133
0;816;24351;1623
0;817;15843;1032
0;818;15887;1040
0;819;15767;1020
0;820;15767;1020
0;821;16136;1068
0;822;16000;1043
0;823;15919;1029
0;824;19726;1261
0;825;15504;989
0;826;15275;971
0;827;17471;1150
0;828;17299;1133
0;829;16136;1068
0;830;16136;1068
0;831;22439;1676
0;832;16980;1108
0;833;17001;1110
0;834;16730;1088
0;835;16853;1097
0;836;16853;1097
0;837;17977;1156
0;838;17929;1218
0;839;12773;881
0;840;9917;815
0;841;17398;1310
0;842;17398;1310
0;843;17398;1310
0;844;10068;704
0;845;11266;829
0;846;11322;835
0;847;11003;889
0;848;9967;719
0;849;14173;983
0;850;12819;1021
0;851;12051;951
0;852;13169;881
0;853;13169;881
0;854;13169;881
0;855;13169;881
0;856;10802;852
0;857;11541;915
0;858;11550;925
0;859;11135;888
0;860;13371;907
0;861;10581;863
0;862;14179;993
0;863;14492;1045
0;864;25781;1504
0;865;12135;796
0;866;12096;789
0;867;12096;789
0;868;12096;789
0;869;14117;951
0;870;17034;1264
0;871;12413;980
0;872;12435;983
0;873;12413;980
0;874;12413;980
0;875;13678;1035
0;876;10911;872
0;877;12421;993
0;878;12421;993
0;879;13678;1035
0;880;18286;1312
0;881;16720;1197
0;882;23455;1346
0;883;25836;1498
0;884;23594;1354
0;885;19685;1276
0;886;16667;1253
0;887;17160;1274
0;888;17464;1298
0;889;16271;1203
0;890;17292;1284
0;891;14410;1011
0;892;17871;1347
0;893;11788;917
0;894;11788;917
0;895;11695;910
0;896;11695;910
0;897;11181;906
0;898;11015;891
0;899;27753;1642
0;900;27753;1642
0;901;19825;1287
0;902;10727;849
0;903;12208;944
0;904;10954;883
0;905;10954;883
0;906;10954;883
0;907;12147;957
0;908;12007;958
0;909;12992;888
0;910;13051;899
0;911;13101;905
0;912;10387;848
0;913;12544;868
0;914;12544;868
0;915;12544;868
0;916;12404;843
0;917;12404;843
0;918;12898;1065
0;919;22770;1264
0;920;11877;941
0;921;14023;1088
0;922;15191;1041
0;923;16991;1260
0;924;12323;958
0;925;12712;983
0;926;12432;982
0;927;11775;916
0;928;13397;910
0;929;25842;1494
0;930;27197;1588
0;931;13668;965
0;932;26450;1685
0;933;21889;1478
0;934;21889;1478
0;935;26167;1775
0;936;23360;1652
0;937;19685;1362
0;938;19685;1362
0;939;19685;1362
0;940;19685;1362
0;941;20323;1413
0;942;20323;1413
0;943;20323;1413
0;944;20659;1394
0;945;22362;1496
0;946;22362;1496
0;947;22074;1473
0;948;22247;1487
0;949;22276;1489
0;950;22304;1492
0;951;22362;1496
0;952;22074;1473
0;953;22115;1477
0;954;22362;1496
0;955;12317;898
0;956;13132;987
0;957;22337;1522
0;958;15401;1217
0;959;10323;868
0;960;14153;1044
0;961;14288;1055
0;962;14062;1079
0;963;13639;1003
0;964;13639;1003
0;965;22417;1595
0;966;22417;1595
0;967;22143;1546
0;968;22143;1546
0;969;22143;1546
0;970;19678;1390
0;971;19713;1373
0;972;15417;1074
0;973;21010;1450
0;974;21289;1484
0;975;21358;1492
0;976;20521;1391
0;977;21056;1512
0;978;21135;1478
0;979;21135;1478
0;980;21076;1474
0;981;21135;1478
0;982;21671;1489
0;983;21454;1499
0;984;21454;1499
0;985;21070;1469
0;986;21070;1469
0;987;20684;1481
0;988;20684;1481
0;989;20684;1481
0;990;20684;1481
0;991;21755;1448
0;992;21675;1441
0;993;21755;1448
0;994;21755;1448
0;995;20114;1400
0;996;20952;1476
0;997;25371;1893
0;998;22289;1519
0;999;22384;1526
0;1000;22396;1527
0;1001;22304;1520
0;1002;22232;1514
0;1003;22317;1521
0;1004;22554;1540
0;1005;22554;1540
0;1006;22554;1540
0;1007;22677;1550
0;1008;22554;1540
0;1009;22615;1545
0;1010;22673;1555
0;1011;22418;1533
0;1012;22441;1544
0;1013;23256;1554
0;1014;22836;1571
0;1015;22731;1556
0;1016;23493;1663
0;1017;23401;1655
0;1018;23493;1663
0;1019;23052;1586
0;1020;23662;1688
0;1021;23772;1702
0;1022;23722;1699
0;1023;22958;1518
0;1024;22202;1512
0;1025;25762;1726
0;1026;24907;1776
0;1027;24907;1776
0;1028;25399;1835
0;1029;26732;1843
0;1030;26568;1823
0;1031;25137;1804
0;1032;24961;1780
0;1033;25754;1843
0;1034;24715;1760
0;1035;23599;1645
0;1036;23599;1645
0;1037;22158;1658
0;1038;22135;1655
0;1039;22320;1678
0;1040;26216;1880
0;1041;26216;1880
0;1042;26216;1880
0;1043;26216;1880
0;1044;23452;1725
0;1045;23452;1725
0;1046;23452;1725
0;1047;23452;1725
0;1048;23452;1725
0;1049;23011;1646
0;1050;24067;1661
0;1051;24561;1700
0;1052;24067;1661
0;1053;25862;1867
0;1054;22791;1606
0;1055;24019;1731
0;1056;24019;1731
0;1057;24613;1802
0;1058;24019;1731
0;1059;22606;1490
0;1060;23660;1616
0;1061;23104;1660
0;1062;23901;1694
0;1063;14333;1059
0;1064;14189;1047
0;1065;14189;1047
0;1066;20754;1465
0;1067;23398;1604
0;1068;22697;1497
0;1069;23113;1550
0;1070;20006;1400
0;1071;17984;1433
0;1072;28162;2231
0;1073;28162;2231
0;1074;12734;985
0;1075;12734;985
0;1076;12599;969
0;1077;12599;969
0;1078;21457;1426
0;1079;21446;1425
0;1080;21486;1430
0;1081;21717;1458
0;1082;21526;1435
0;1083;21566;1439
0;1084;20137;1427
0;1085;21031;1470
0;1086;24645;1826
0;1087;14465;1075
0;1088;9391;685
0;1089;14964;1142
0;1090;23493;1663
0;1091;23406;1658
0;1092;23355;1652
0;1093;23355;1652
0;1094;26333;1952
0;1095;22771;1503
0;1096;22906;1514
0;1097;22949;1522
0;1098;22992;1529
1;0;220;26
1;1;0;0
1;2;12769;904
1;3;9693;816
1;4;9693;816
1;5;9862;912
1;6;10319;878
1;7;7400;652
1;8;7490;640
1;9;7588;647
1;10;8146;703
1;11;7843;690
1;12;7794;681
1;13;7430;635
1;14;7680;662
1;15;7298;624
1;16;8012;704
1;17;9969;871
1;18;8531;815
1;19;8880;751
1;20;11198;965
1;21;9269;863
1;22;8904;797
1;23;8977;810
1;24;9123;836
1;25;7982;688
1;26;7982;688
1;27;8296;717
1;28;24779;1735
1;29;24779;1735
1;30;26106;1841
1;31;26186;1847
1;32;26190;1848
1;33;28510;2077
1;34;26622;1925
1;35;27385;2063
1;36;27385;2063
1;37;28151;2201
1;38;28052;2183
1;39;28484;2338
1;40;28484;2338
1;41;28484;2338
1;42;28484;2338
1;43;14390;1028
1;44;7433;620
1;45;7523;631
1;46;7613;642
1;47;7703;653
1;48;15119;1017
1;49;4962;412
1;50;4802;556
1;51;5214;420
1;52;3820;367
1;53;8190;605
1;54;6441;635
1;55;6441;635
1;56;6441;635
1;57;6441;635
1;58;7826;661
1;59;6340;537
1;60;5796;484
1;61;5547;559
1;62;4933;411
1;63;6241;513
1;64;6268;517
1;65;6268;517
1;66;6268;517
1;67;6241;513
1;68;6363;526
1;69;6476;536
1;70;5535;460
1;71;5535;460
1;72;5481;455
1;73;5433;449
1;74;3385;326
1;75;3373;325
1;76;3373;325
1;77;3373;325
1;78;3373;325
1;79;3513;359
1;80;2537;258
1;81;2537;258
1;82;7570;615
1;83;7366;590
1;84;7507;607
1;85;7413;596
1;86;6127;479
1;87;7244;570
1;88;10233;859
1;89;7824;686
1;90;6613;557
1;91;7912;670
1;92;7959;678
1;93;7765;662
1;94;7765;662
1;95;7366;590
1;96;7492;613
1;97;7408;598
1;98;7387;594
1;99;7492;613
1;100;7492;613
1;101;8064;605
1;102;26549;1928
1;103;3578;348
1;104;2848;283
1;105;2704;272
1;106;2704;272
1;107;2704;272
1;108;3600;346
1;109;3631;350
1;110;4152;392
1;111;3620;345
1;112;3647;352
1;113;3647;352
1;114;1459;140
1;115;1459;140
1;116;1459;140
1;117;1459;140
1;118;3374;316
1;119;4865;399
1;120;12921;888
1;121;13561;928
1;122;13561;928
1;123;7138;537
1;124;5340;454
1;125;4496;390
1;126;6760;523
1;127;6042;497
1;128;6222;511
1;129;6222;511
1;130;9209;795
1;131;7703;653
1;132;8103;701
1;133;8503;749
1;134;8904;797
1;135;5715;476
1;136;5492;453
1;137;5492;453
1;138;5397;450
1;139;7023;549
1;140;7023;549
1;141;7023;549
1;142;7023;549
1;143;4742;424
1;144;4449;389
1;145;4449;389
1;146;4449;389
1;147;4449;389
1;148;4449;389
1;149;12907;944
1;150;9474;699
1;151;8768;639
1;152;6401;533
1;153;2695;271
1;154;14267;1006
1;155;27028;2076
1;156;26800;2035
1;157;27712;2122
1;158;8004;616
1;159;8958;819
1;160;9267;786
1;161;4229;415
1;162;3461;332
1;163;3478;334
1;164;3433;330
1;165;7074;612
1;166;6696;511
1;167;41854;2185
1;168;42910;2254
1;169;42910;2254
1;170;42910;2254
1;171;42993;2260
1;172;41241;2186
1;173;43746;2365
1;174;43746;2365
1;175;43746;2365
1;176;43746;2365
1;177;37486;1982
1;178;36421;1865
1;179;34411;2027
1;180;37754;1950
1;181;37089;1920
1;182;37735;1926
1;183;37735;1926
1;184;38116;1973
1;185;38381;1968
1;186;38381;1968
1;187;38381;1968
1;188;38459;1974
1;189;39042;2024
1;190;39042;2024
1;191;39042;2024
1;192;40794;2164
1;193;40862;2170
1;194;40623;2151
1;195;40706;2170
1;196;40664;2165
1;197;40706;2170
1;198;40793;2180
1;199;40622;2160
1;200;40768;2172
1;201;37280;1929
1;202;37215;1921
1;203;37215;1921
1;204;38973;2007
1;205;38973;2007
1;206;38973;2007
1;207;38953;2074
1;208;39631;2047
1;209;39060;2064
1;210;39524;2040
1;211;36709;1881
1;212;36709;1881
1;213;36795;1888
1;214;43280;2339
1;215;43573;2392
1;216;43851;2396
1;217;43106;2308
1;218;35889;1816
1;219;35889;1816
1;220;35889;1816
1;221;36001;1829
1;222;36113;1843
1;223;35889;1816
1;224;36215;1849
1;225;36238;1853
1;226;36238;1853
1;227;36238;1853
1;228;36141;1853
1;229;36141;1853
1;230;36146;1853
1;231;36183;1858
1;232;36183;1858
1;233;37480;1946
1;234;37994;2005
1;235;38119;2077
1;236;36310;1873
1;237;38809;2079
1;238;38809;2079
1;239;38803;2061
1;240;38840;2068
1;241;37420;1958
1;242;37034;1912
1;243;36911;1902
1;244;36911;1902
1;245;36785;1887
1;246;36785;1887
1;247;36774;1889
1;248;36774;1889
1;249;36774;1889
1;250;36774;1889
1;251;36774;1889
1;252;36522;1866
1;253;36577;1880
1;254;36577;1880
1;255;36460;1864
1;256;36460;1864
1;257;36370;1855
1;258;36415;1859
1;259;36370;1855
1;260;36460;1864
1;261;36460;1864
1;262;37136;1916
1;263;37372;2000
1;264;36855;1906
1;265;40533;2144
1;266;41009;2211
1;267;39440;2084
1;268;37473;1954
1;269;37741;1944
1;270;37741;1944
1;271;37741;1944
1;272;37802;1955
1;273;37802;1955
1;274;40679;2157
1;275;40679;2157
1;276;40679;2157
1;277;40679;2157
1;278;36416;1858
1;279;36416;1858
1;280;36416;1858
1;281;36416;1858
1;282;36416;1858
1;283;36416;1858
1;284;36416;1858
1;285;40024;2068
1;286;40024;2068
1;287;40024;2068
1;288;40024;2068
1;289;40024;2068
1;290;40024;2068
1;291;40239;2107
1;292;40024;2068
1;293;40239;2107
1;294;42992;2294
1;295;43049;2299
1;296;43049;2299
1;297;42680;2269
1;298;42243;2250
1;299;42243;2250
1;300;42191;2244
1;301;42243;2250
1;302;42243;2250
1;303;42243;2250
1;304;42243;2250
1;305;42243;2250
1;306;42201;2243
1;307;42212;2244
1;308;38239;1959
1;309;38239;1959
1;310;42004;2222
1;311;42012;2223
1;312;42004;2222
1;313;42004;2222
1;314;41938;2214
1;315;41938;2214
1;316;42753;2256
1;317;42628;2246
1;318;42628;2246
1;319;41732;2189
1;320;41766;2193
1;321;41732;2189
1;322;41732;2189
1;323;41732;2189
1;324;43101;2316
1;325;42303;2220
1;326;42303;2220
1;327;42341;2223
1;328;42303;2220
1;329;42884;2286
1;330;42957;2292
1;331;42957;2292
